address,name,type,comment,source
0x000aa0c4,can_msg_cfg_ACC_10,DATA,"Record #13 of can_msg_cfg_table = CAN id 0x117 (ACC_10). timeout_pair=0x0005000a, flags=0x010a0000, state_ram=0x404588. PROVES the B8 Q5 ESP8 receives ACC_10 -- corrects the earlier claim that only the ESP9 handled it.",re-trace
0x000b1b82,can_id_group_table,DATA,"110 records, stride 6: {u16 0xff00, u16 can_id, u16 group}. Contains 0x117 (group 0x144). Purpose of the group field not yet established.",re-trace
0x000b2370,can_id_list_b,DATA,"Second flat u32 CAN-id list (~210 entries, ids <=0x7ff), includes 0x117. Distinct from can_id_array at 0xafae0.",re-trace
0x0007f4ec,decel_req_preprocess_srcs,DATA,"Literal pool of decel_req_preprocess: status array 0x405dcd, source buffers 0x403fac / 0x403a40 / 0x407bb4 / 0x403d76, output 0x405a90, scratch 0x405a7c, frame counter 0x400804.",re-trace
0x00403a40,decel_src_comfort,DATA,"Decel-request source 1 -- the DIRECT-COPY source (no inter-frame extrapolation), written by decel_src_comfort_calc (0x88a88) and consumed by decel_req_preprocess/decel_req_assemble.",re-trace
0x00088a88,decel_src_comfort_calc,FUNCTION,"Computes decel_src_comfort (0x403a40) from inputs 0x403a80/0x403a86 (raw values), 0x403ab8 (flag bytes) and 0x403a2e (status word), with a gain from 0x40545c and a limit pair +-0x8000/0x7fff. 0x403a86 is also read by ecd_speed_gate (0x846cc).",re-trace
0x0008e0d0,mem_copy,FUNCTION,"memcpy(dest,src,len) - generic byte copy used throughout the COM signal plumbing.",re-trace
0x0004c5a8,decel_type4_scale,FUNCTION,"Type-4 decel-request scaling/gain stage (uses interp thunk 0x58f94); writes the type4 current value 0x407bac. Upstream of the double-buffer + extrapolation. Part of the deep processing chain between CAN decode and the decel arbitration.",re-trace
0x00064ce4,com_decel_double_buffer,FUNCTION,"COM double-buffer stage for the decel/ECD signal groups: mem_copy(current,staging,len) per group. Its literal pool IS the staging->current map; the entry (dst 0x403a7c, src 0x403a6c, len 0x10) is what writes 0x403a80/0x403a86, the inputs of decel_src_comfort_calc.",re-trace
0x00057044,decel_stage_writer,FUNCTION,"Writes the decel staging block 0x403a70/72/74/76 (which com_decel_double_buffer then copies to 0x403a7c..0x403a8c). Inputs: 0x405462 (CAN-side signal), 0x403a48, 0x403ab4, 0x403ddc. The 0x405462 producer is the remaining unknown link to the CAN frame.",re-trace
0x00086798,decel_req_assemble_types,DATA,"Literal-pool map for decel_req_assemble. Four gated sources, each requires status 0x405dcd[i]==0x10 + enable bit0x80 + value>0, tagged with a TYPE that becomes ecd_mode: slot A value 0x405a90 aux decel_src_type1(0x403fac) -> type1; slot B value 0x405a94 aux decel_src_comfort(0x403a40) + flag byte 0x403a36 -> type2 (comfort/ECD, speed-gated); slot C value 0x405aa0 aux decel_src_type4(0x407bb4=ANB) -> type4 (emergency, NOT speed-gated); slot D value 0x405aac aux decel_src_type5(0x403d76) -> type5.",re-trace
0x000872cc,variant_cfg_select,FUNCTION,"Startup variant selector: on a code of 6/10/0x10/0x11 it stores per-variant FLASH calibration block pointers into 0x40081c/0x400820/0x400824/0x400828/0x40082c. 0x40081c is therefore a calibration base pointer (read all over, e.g. veh_ref_speed_calc, decel_src_comfort_calc +0x11c) -- NOT a CAN buffer.",re-trace
0x000a9fc0,can_msg_cfg_table,LABEL,"CAN message config table: 223 records x0x14 {u32 can_id,u32 timeout_pair,u32 mode/timeout,u32 shared_routine,u32 state_ram}. Handles ACC_10(0x117,rec#13,state 0x404588) + 213 raw-signal msgs. SEPARATE from the 0xafae0 cluster (ESP_01-05/TSK/ACC_01/ACC_05). So the ESP receives BOTH ACC_10 (here) and ACC_05 (0xafae0).",re-trace
0x0008e3ec,can_rx_indication,FUNCTION,"Generic CAN RX indication: copies received frame payload into the record's state_ram buffer (called indirectly via can_msg_cfg_table field-4 with record ptr). Signal extraction is done later by table-driven consumers.",re-trace
0x00404588,acc10_rx_state,LABEL,"ACC_10 (0x117) reception state/buffer (can_msg_cfg_table rec#13 state_ram). Raw ANB frame lands here; ANB_Zielbrems extracted downstream (table-indirect).",re-trace
0x0004bf3c,anb_decel_request_build,FUNCTION,"ANB/emergency (type-4) request state machine + executor. MULTI-CYCLE LATCHED: idles (init->reset, anb_status_word bit31) until the recomputed decel demand anb_decel_magnitude(0x4066e0) >= 0x461, which arms it (bit28) -- EMULATION-VERIFIED (emu/exp_anb6.py), and this arm is gated by the DECEL MAGNITUDE, not the freigabe bit (freigabe 0x40553b bit3 only sets sub-bit5). Also needs master-enable 0x405cac==0x10 (init default), quality 0x4055b4>0xc, counter 0x4055e4<0x37, 0x405abe in{0,4}, no fault, 4-wheel plausibility. Computes decel via ecd_pressure_curve; drives per-wheel ECD substates {0x13,0x16,0x11}. Its committed output reaches the arbitration source 0x407bb4 + enable 0x407bbb + status 0x405dcd[2] via COM status gateways (decel_src_status_gateway 0x9d9f8, com_decel_double_buffer) whose sources are memcpy-fed (COM-indirect).",re-trace
0x000a15d0,ecd_emergency_dispatch,FUNCTION,"Thin wrapper -> ecd_emergency_pressure (0x9c788). Called by ecd_state_machine when ecd_mode==4 (emergency/ANB).",re-trace
0x0005ee10,veh_ref_wheel_estimator,FUNCTION,"Per-wheel deceleration/reference estimator. Maintains a 5-tap history shift-register, averages, calls FUN_0005ed78 x4 (per wheel, offsets +0x534/+0x562), clamps at 0x76. Writes the 0x40545c/0x405460 word (comfort-gain + CAN-side decel input). NOT a CAN request itself -- a measured internal quantity.",re-trace
0x0008c1e8,decel_mode_state_set,FUNCTION,"Sets the 0x405460 channel value + mode byte (+0xc/+0xd): mode=1 when request active (status flags 0x404bbc nonzero), mode=4 on fault after >0x27 (39) stale ticks, mode=0 idle. Value from a rolling-average block scaled x0x4000>>0x10; threshold 0x310 default (or 0x405460-calib) with -0x83 hysteresis (bit0x40).",re-trace
0x0009546e,com_pdu_router_9546e,FUNCTION,"AUTOSAR COM PDU handler (message handle<0xd, PDU id 0x3d). Part of the index-driven signal-extraction layer invoked after can_rx_indication -- extracts packed signals from a message's state_ram into per-signal buffers. This is the indirection that hides the CAN-id -> decel-source binding from static xref.",re-trace
0x00407bb4,decel_src_type4,LABEL,"Type-4 (ANB/emergency) decel source. Written by anb_decel_request_build (0x4bf3c); read by decel_req_preprocess(->0x405aa0) and decel_req_assemble which tags it type=4. type==mode identity => drives ecd_mode=4 => ecd_emergency_pressure, which does NOT read flag_ecd_speed_avail => brakes below 15 km/h (flat/bang-bang).",re-trace
0x00403fac,decel_src_type1,LABEL,"Type-1 decel source (raw). Gated by status 0x405dcd[6]==0x10 + enable 0x403fac[7]&0x80. Assembled to slot 0x405a90, tagged type=1.",re-trace
0x00403d76,decel_src_type5,LABEL,"Type-5 decel source (raw). Gated by status 0x405dcd[0]==0x10. Assembled to slot 0x405aac, tagged type=5.",re-trace
0x00405a7c,decel_arb_output,LABEL,"decel_req_arbitrate output/scratch struct (DAT_00094b80). +0x10 primary max decel, +0x12 secondary max, +0x36 secondary winning type, +0x37 prev secondary type, +0x39 winner flag, +0x3b flags (bit0x20=secondary-preempt-armed). Winning TYPE byte is written separately to ecd_mode 0x405aba.",re-trace
0x00400804,decel_frame_counter,LABEL,"COM frame counter (DAT read as &3). Drives decel_req_preprocess slew staleness (3-(ctr&3)) AND the decel_req_arbitrate secondary-preempt gate ((ctr&3)==0).",re-trace
0x00405462,decel_stage_can_input,LABEL,"CAN-side decel input half-word read by decel_stage_writer (0x57044). Low half of the 0x405460 word written by veh_ref_wheel_estimator (0x5ee10) and decel_mode_state_set (0x8c1e8).",re-trace
0x00075f34,anb_decel_jerk_shaper,FUNCTION,"Jerk/rate-limited ANB decel-target shaper. Filters the raw target with coeffs 0xd/0x7f and 0x111, clamps via PTR_FUN_000761bc/DAT_000761c0, writes 0x407906 (the value anb_decel_request_build consumes). FUN_00076152 resets its state when PTR_DAT_000761f0==1.",re-trace
0x00042a5c,decel_hold_escalation_mgr,FUNCTION,"POST-arbitration request shaper/hold manager. Operates on decel_arb_output (0x405a7c) + ecd_mode neighbourhood (writes 0x405ab8/0x405abb). Reads all four type status bytes -- type1 0x403fb3, type2 0x403a37, type4/ANB 0x407bbb, type5 0x403d7d -- with &4/&2 masks and ESCALATES the active request to a 'type 3' hold state; rate-limits (0x2d/0x7f), clamps 0x500/0x80/0x3ffe.",re-trace
0x00403d94,ecd_pressure_setpoints,LABEL,"The 6 ECD brake-pressure setpoints (0x403d94[0..5]). ecd_emergency_pressure writes all 6 = the SAME ANB request value (flat); the comfort executor writes a 6-point ramp. Consumed by the pressure/valve controller via ecd control struct 0x403a14+8.",re-trace
0x00407c04,anb_request_struct,LABEL,"ANB request output struct (built by anb_decel_request_build). +6 (0x407c0a) = the requested decel/pressure value that ecd_emergency_pressure broadcasts to all 6 setpoints.",re-trace
0x00407bbb,decel_type4_enable,LABEL,"Type-4 (ANB/emergency) enable/status byte = decel_src_type4+7. assemble gates the ANB request on bit0x80 here AND status 0x405dcd[2]==0x10. Written by the status-assembler layer (computed-address), not a single static writer.",re-trace
0x00403fb3,decel_type1_status,LABEL,"Type-1 request status byte (read by decel_hold_escalation_mgr with &4/&2).",re-trace
0x00403d7d,decel_type5_status,LABEL,"Type-5 request status byte (read by decel_hold_escalation_mgr with &4/&2).",re-trace
0x0009f190,ecd_actuation_pipeline,FUNCTION,"ECD actuation pipeline dispatcher (param_1=ECD ctrl struct 0x403a14). Calls the 8 hydraulic control substeps in order: FUN_000a2a0c (if +0x5a<0), FUN_000a1088, FUN_000a252c, FUN_000a2158, FUN_000a1f54, FUN_000a2090, FUN_000a1f7c, FUN_0009dc8c. This is the stage between the 6 pressure setpoints and the wheel valve/pump drivers.",re-trace
0x000a10d0,ecd_ctrl_struct_init,FUNCTION,"Initializes the ECD control struct 0x403a14: [+0]=6 (slot count), [+8]=setpoint-array ptr (points into the 6-setpoint block), [+0x10]=secondary ptr. Confirms 0x403a14 layout.",re-trace
0x0006f5b8,ecd_prefill_gate,FUNCTION,"ECD pre-fill/enable gate. Writes the request's +0xd0 field = 0x14 (pre-charge) or 0 based on wheel-pressure demand (+0x11c/+0x11e/+0x120/+0x122), speed (+0x3c), and mode (+0x14c). Runs before the pressure pipeline.",re-trace
0x00404554,can_msg_state_ram_base,LABEL,"Base of the per-message 4-byte state slots for the 0xa9fc0 config table: state_ram(i) = 0x404554 + 4*i. ACC_10 (rec#13) = 0x404588. Holds per-message status/handle, NOT the frame payload.",re-trace
0x00403a14,ecd_ctrl_struct,LABEL,"ECD control struct (DAT for state machine/executors/pipeline). [+0]=slot count(6), [+8]=ptr to 6 pressure setpoints (0x403d94), [+0x10]=secondary ptr, [+0x10..0x13]=phase timing bytes, [+0x1a..]=per-phase pressures. Consumed by ecd_actuation_pipeline (0x9f190).",re-trace
0x00058f94,interp_lookup,FUNCTION,"Kennlinie/curve interpolation lookup helper (x, table_ptr) -> interpolated y. Used pervasively (14x in the pressure stages alone) for accel->pressure/gain maps.",re-trace
0x0009720c,mul_div_scale,FUNCTION,"Fixed-point multiply/divide/scale helper (a,b)->result in r0, remainder/second in r1 (extraout_r1). Ubiquitous in the decel/pressure math.",re-trace
0x0009576c,ecd_press_stage_slew,FUNCTION,"ECD pressure substep 1 (via wrapper 0xa252c): PT1 slew of the pressure command (coeff 0x330/0x33, >>8/>>0xc). Operates on the ECD ctrl struct.",re-trace
0x00076cec,ecd_press_stage_anb,FUNCTION,"ECD pressure substep 2 (via wrapper 0xa2158): ANB-branch pressure control math; gain curves via interp_lookup, clamps +-0x2800.",re-trace
0x000784fc,ecd_press_stage_track,FUNCTION,"ECD pressure substep 3 (via wrapper 0xa1f54): pressure tracking vs measured wheel pressure (+0x76 ref, +0x44/+0x46 per-corner).",re-trace
0x00069fc0,ecd_press_stage_ctrl,FUNCTION,"ECD pressure substep 4 (via wrapper 0xa2090): main wheel-pressure controller -- PT1 (coeff 0xd130/0xd13 >>0xd) + gain-curve output. Produces the per-wheel pressure/valve demand.",re-trace
0x0006a35c,ecd_press_stage_state,FUNCTION,"ECD pressure substep 5 (via wrapper 0xa1f7c): pressure phase/state manager (+0x13 mode 1/2/3, +0x41/+0x42 edge, +0x43 flags). Sequences apply/hold/release.",re-trace
0x0009dc8c,ecd_mode_sync,FUNCTION,"ECD mode-state sync (pipeline tail): reconciles request mode (+0x50) into the actuation mode byte (+0x18=1/2/0x10) and mirrors to +0x3e. Gate before the pressure stages commit.",re-trace
0x0004fee8,com_signal_commit,FUNCTION,"AUTOSAR COM signal-group COMMIT primitive (critical section via software_interrupt 3/2). descriptor{[0]=value,[3]=bit-index,[4]=dest-buf,[5]=len,[2]=src}; copies src->dest+8 for len bytes and sets the group's ready mask. The low-level signal write.",re-trace
0x0004fff8,com_group_ready,FUNCTION,"AUTOSAR COM signal-group READY check: (*(com_sig_group_table[grp*0x18 + 0x10] + 8) & mask@+4)==mask. grp id passed in (e.g. 0x3d in com_pdu_router).",re-trace
0x000b6a44,com_sig_group_table,LABEL,"COM signal-group config base (DAT_00050110), indexed grp*0x18. Nested/variable-length descriptor stream: {+4=ready_mask, +0x10=status_ptr, embedded {tag,count,buffer_ptr} signal descriptors}. Signal buffers point into 0x407c-range (ANB/ACC) and 0x406c-range. This is the CAN<->signal routing table.",re-trace
0x000b6ffc,com_pdu_descriptor,LABEL,"Per-signal descriptor array used by com_pdu_router (stride 0x14): {status_ptr, src, dst, buf, bitmask}; ptrs decrement by 1 per successive bit/signal.",re-trace
0x00050110,com_sig_group_table_ptr,LABEL,"Pointer to com_sig_group_table (0xb6a44); base for the grp*0x18 index in com_group_ready.",re-trace
0x00403a04,esp_ctrl_status,LABEL,"ESP control-status word. bit12(0x1000) = ECD/ANB subsystem armed & plausible -- ecd_speed_gate's first guard: if clear, ECD is declared unavailable immediately (no braking).",re-trace
0x00403e2a,ecd_substate,LABEL,"ECD state-machine substate (companion to ecd_mode 0x405aba). Read by ecd_state_machine dispatch and ecd_speed_gate guard.",re-trace
0x00403a7c,ecd_decel_request_mag,LABEL,"ECD deceleration-request magnitude (the comfort/ANB target). Used by ecd_speed_gate as a plausibility input AND by ecd_decel_pressure_calc as the index into the pressure calibration curve ecd_pressure_curve.",re-trace
0x004075a4,ecd_decel_reference,LABEL,"ECD measured/reference deceleration. Threshold `< -0x8d` gates a 500-unit minimum pressure floor in ecd_decel_pressure_calc and a plausibility branch in ecd_speed_gate.",re-trace
0x00403b4a,ecd_gate_flags,LABEL,"ECD gating flags byte; ecd_speed_gate tests `& 0x12` (fault/inhibit bits) before allowing the availability flag to stay set.",re-trace
0x00403da8,ecd_avail_debounce,LABEL,"Debounce counter (byte) for flag_ecd_speed_avail. Reloaded to 0x1e=30 cycles when speed>=15; must count to 0 below 15 before the flag is cleared -> the ~0.5s lag between crossing 15 km/h and brake release seen in the route.",re-trace
0x00403d8c,ecd_setpoint_struct,LABEL,"ECD pressure-setpoint struct base. Setpoints live at +8..+0x12 (= ecd_pressure_setpoints 0x403d94..0x403d9e), 6 x s16. ecd_decel_pressure_calc fills a default ramp 300/300/500/0x834/0xc80/8000 then peak-tracks -- or ZEROS +8/+0xa/+0xc when flag_ecd_speed_avail is clear.",re-trace
0x000aeb60,ecd_pressure_curve,LABEL,"Calibration Kennlinie (flash) mapping ECD decel request -> brake pressure, read via interp_lookup in ecd_decel_pressure_calc. The accel->pressure transfer function for the comfort ECD path.",re-trace
0x00407745,anb_gate_status,LABEL,"ANB/ECD gate status byte; ecd_speed_gate guard input (`& 0x40` with a ==2 substate check).",re-trace
0x0006e16c,p_ecd_ctrl_struct,LABEL,"ptr literal -> ecd_ctrl_struct (0x403a14)",re-trace
0x0006e170,p_ecd_setpoint_struct,LABEL,"ptr literal -> ecd_setpoint_struct (0x403d8c)",re-trace
0x0006e174,p_flag_ecd_speed_avail,LABEL,"ptr literal -> flag_ecd_speed_avail (0x403da9) -- the 15km/h gate flag",re-trace
0x0006e178,p_ecd_decel_request_mag,LABEL,"ptr literal -> ecd_decel_request_mag (0x403a7c)",re-trace
0x0006e17c,p_ecd_pressure_curve,LABEL,"ptr literal -> ecd_pressure_curve (0xaeb60)",re-trace
0x0006e180,p_ecd_decel_reference,LABEL,"ptr literal -> ecd_decel_reference (0x4075a4)",re-trace
0x000846c0,p_esp_ctrl_status,LABEL,"ptr literal -> esp_ctrl_status (0x403a04)",re-trace
0x000846c4,p_ecd_mode_sg,LABEL,"ptr literal -> ecd_mode (0x403aba)",re-trace
0x000846c8,p_ecd_substate_sg,LABEL,"ptr literal -> ecd_substate (0x403e2a)",re-trace
0x000846cc,p_ecd_comfort_decel_in,LABEL,"ptr literal -> 0x403a86 (comfort decel input)",re-trace
0x000846d0,p_anb_gate_status,LABEL,"ptr literal -> anb_gate_status (0x407745)",re-trace
0x000846dc,p_axle_speed_front,LABEL,"ptr literal -> axle_speed_a (0x4022a2)",re-trace
0x000846e0,p_axle_speed_rear,LABEL,"ptr literal -> axle_speed_b (0x402482)",re-trace
0x000846e4,p_ecd_decel_req_mag_sg,LABEL,"ptr literal -> ecd_decel_request_mag (0x403a7c)",re-trace
0x000846e8,p_ecd_decel_ref_sg,LABEL,"ptr literal -> ecd_decel_reference (0x4075a4)",re-trace
0x000846ec,p_ecd_gate_flags,LABEL,"ptr literal -> ecd_gate_flags (0x403b4a)",re-trace
0x000846f0,p_ecd_avail_debounce,LABEL,"ptr literal -> ecd_avail_debounce (0x403da8); [1]=flag_ecd_speed_avail (0x403da9)",re-trace
0x0003bf58,anb_signal_conditioning,FUNCTION,"ANB request conditioning/plausibility stage. Reads conditioned signal buffers (0x40559c,0x405474,...) + 4-wheel validity (0x401394/0x401f7c/0x401988/0x400da0 all-negative check); writes the ANB decel-request source 0x4054c4 and freigabe gate 0x40553b (both consumed downstream by the ANB builder). NOT the raw ACC_10 unpacker -- operates on already-extracted signals.",re-trace
0x0007c1d4,anb_decel_from_wheels,FUNCTION,"Computes the ANB arm-gate magnitude 0x4066e0 (anb_decel_request_build >=0x461 gate). CORRECTED 2026-08-23: it is NOT purely wheel-derived -- it reads an EXTERNAL request input 0x4054c4 (DAT_7c418, clamped +-0x1ff) AND a second input 0x4085ce (DAT_7c424) AND per-wheel dynamics (0x402590+0x566 x4), and writes 0x4066e0 (DAT_7c434). 0x4054c4 is produced by anb_signal_conditioning(0x3bf58) from received-signal conditioning (radar_msg_signal_proc 0x2c554 etc.). => the emergency/ANB arm IS externally influenced (external request is a primary term, combined with vehicle dynamics). Prior claim does not pass through a received signal / wheel-only was WRONG. Exact source CAN ID/field NOT statically pinnable (runtime COM routing, computed-address; conditioning mixes internal+received). DBC ACC_10.ANB_Zielbrems is the strongest candidate, unproven.",re-trace
0x0002c554,radar_msg_signal_proc,FUNCTION,"Signal processor writing many conditioned buffers incl ANB gate inputs 0x40553b,0x4055b4,0x40559c. Assembles a 16-bit value from byte pair (0x405xxx). One stage of the multi-stage COM->plausibility chain feeding the ANB gates.",re-trace
0x0007e2d8,anb_subsystem_init,FUNCTION,"ANB subsystem INITIALIZER: writes a large struct block to defaults (=1, =0x10, =2), incl the master-enable 0x405cad=0x10. Proves 0x405cac==0x10 is an init-default 'available' state, NOT an internal decision blocker.",re-trace
0x0009ebb4,com_signal_delayline,FUNCTION,"1-cycle delay-line: shifts a block [n]=[n+1] (0x405cac = delayed copy of 0x405cad, etc.). Provides prev-cycle values for edge-detection in the ANB/COM logic.",re-trace
0x0009c418,com_signal_commit_wrapper,FUNCTION,"Per-signal-group COM commit: builds a descriptor at the 0x18-stride signal table (base+8+idx*0x18) with value from base[idx*4], then calls com_signal_commit. param=signal-group index.",re-trace
0x004054c4,anb_decel_request_src,LABEL,"ANB decel-request source (written by anb_signal_conditioning 0x3bf58; consumed by anb_decel_from_wheels 0x7c1d4). Post-conditioning, pre-wheel-recompute.",re-trace
